Brand,Model,Type,What Makes It Good,My Experience,Main Features,My Rating,About Brand,Best For,Image URL,Affiliate Link,Features,Our Review,Pros,Cons,Demo
Electro Harmonix,B9 Organ Machine,Organ Emulator,"Recreates classic organ tones with polyphonic tracking, perfect for organ-style playing on guitar.","I used it for bluesy rhythm parts, and the Hammond-style tones were incredibly realistic.","Nine organ presets, modulation control, and compact design.",10/10,Electro Harmonix excels at making complex effects accessible and fun for guitarists.,"Ambient, Worship, Experimental",https://www.thomann.de/prodbilder/343549.jpg,https://www.thomann.de/de/electro_harmonix_b9_organ_machine.htm,,,,,
Electro Harmonix,Pitch Fork Pitch Shifter,Pitch Shifter,Offers precise pitch-shifting up or down by three octaves with expression pedal compatibility for real-time control.,"I used it for harmonizing leads, and the tracking was flawless even with fast phrases.","Three-octave range, blend control, and expression pedal input.",9.5/10,Electro Harmonix sets a high bar for pitch-shifting technology with intuitive controls.,"Experimental, Ambient, Prog Rock",https://www.thomann.de/prodbilder/350895.jpg,https://www.thomann.de/de/electro_harmonix_pitch_fork_pitch_shifter.htm,,,,,
Electro Harmonix,C9 Organ Machine,Organ Emulator,"A continuation of the B9, featuring nine additional organ tones inspired by vintage organs and keyboards.","I paired it with reverb, and the lush tones made my guitar sound like a classic organ.","Nine organ presets, modulation control, and compact design.",10/10,Electro Harmonix’s organ emulators are unmatched in their realism and playability.,"Worship, Ambient, Pop",https://www.thomann.de/prodbilder/353904.jpg,https://www.thomann.de/de/electro_harmonix_c9_organ_machine.htm,,,,,
Electro Harmonix,Super Pulsar,Tremolo,"A stereo tremolo pedal offering advanced rhythmic patterns, tap tempo, and wave-shaping options.","I used it for experimental loops, and the rhythmic patterns added complexity to my soundscapes.","Stereo I/O, wave-shaping controls, and tap tempo.",10/10,Electro Harmonix delivers professional-grade modulation effects for serious tone tweakers.,"Psychedelic Rock, Indie, Funk",https://www.thomann.de/prodbilder/356738.jpg,https://www.thomann.de/de/electro_harmonix_super_pulsar.htm,,,,,
Electro Harmonix,Nano POG,Octaver,A compact version of the POG with polyphonic octave tracking for adding upper and lower octaves to your sound.,"I used it to fatten up my chords, and the tracking was spot-on with zero latency.","Polyphonic tracking, blend controls, and compact size.",9.5/10,Electro Harmonix continues to innovate with space-saving versions of their iconic pedals.,"Experimental, Ambient, Shoegaze",https://www.thomann.de/prodbilder/362472.jpg,https://www.thomann.de/de/electro_harmonix_nano_pog.htm,,,,,
Electro Harmonix,Silencer,Noise Gate,A noise gate pedal that effectively removes hum and noise without cutting off sustain or affecting tone.,"I used it with a high-gain setup, and it kept my rig quiet and clean between notes.","Threshold, Release, and Reduction controls; compact design.",9/10,Electro Harmonix provides reliable solutions for noise-free playing in any setup.,"Metal, Studio Use, Noise Gate",https://www.thomann.de/prodbilder/369940.jpg,https://www.thomann.de/de/electro_harmonix_silencer.htm,,,,,
Electro Harmonix,Cock Fight Cocked Wah,Wah/Distortion,Combines a cocked wah effect with optional fuzz for a versatile tone-shaping pedal.,"I used it for solos, and the cocked wah added a biting, focused tone that cut through the mix.","Cocked wah, fuzz, and tone controls; compact design.",9/10,Electro Harmonix brings creative combinations to life with their innovative effects.,"Rock, Funk, Blues",https://www.thomann.de/prodbilder/374840.jpg,https://www.thomann.de/de/electro_harmonix_cock_fight_cocked_wah.htm,,,,,
Electro Harmonix,MEL9 Tape Replay Machine,Tape Emulator,"Emulates classic Mellotron sounds, including strings, flutes, and choirs, with polyphonic tracking.","I used it for cinematic layers, and the flute preset was eerily similar to a real Mellotron.","Nine Mellotron presets, blend controls, and compact design.",10/10,Electro Harmonix redefines vintage emulation with innovative and inspiring pedals.,"Experimental, Ambient, Soundscapes",https://www.thomann.de/prodbilder/383615.jpg,https://www.thomann.de/de/electro_harmonix_mel9_tape_replay_machine.htm,,,,,
Electro Harmonix,Synth9 Synthesizer Machine,Synth,"Turns your guitar into a synthesizer with nine distinct tones, from classic leads to deep basses.","I used it for EDM-inspired tracks, and the synth tones were fat and dynamic.","Nine synth presets, dry/wet controls, and compact design.",10/10,Electro Harmonix brings studio-quality synth sounds to your pedalboard with ease.,"Electronic, Ambient, Experimental",https://www.thomann.de/prodbilder/408588.jpg,https://www.thomann.de/de/electro_harmonix_synth9_synthesizer_machine.htm,,,,,
Electro Harmonix,Platform Compressor/Limiter,Compressor/Limiter,"A high-performance compressor with built-in limiter and swell function, perfect for dynamic control.","I used it for clean arpeggios, and the smooth compression made every note feel polished.","Compression, Limiter, and Swell modes; stereo I/O.",9.5/10,Electro Harmonix creates dynamic tools that enhance tone and control for any player.,"Studio Use, Pop, Rock",https://www.thomann.de/prodbilder/417245.jpg,https://www.thomann.de/de/electro_harmonix_platform_compressor_limiter.htm,,,,,
Electro Harmonix,Superego Plus,Synth/Freeze,"Expands on the original Superego with onboard effects, making it a creative powerhouse for synth-like tones.","I used it for ambient swells, and the glissando effect created smooth transitions between notes.","Eleven onboard effects, sustain/glissando modes, and loop functionality.",10/10,Electro Harmonix excels in crafting pedals that inspire experimental and ambient music.,"Ambient, Soundscapes, Experimental",https://www.thomann.de/prodbilder/422603.jpg,https://www.thomann.de/de/electro_harmonix_superego_plus.htm,,,,,
Electro Harmonix,Attack Decay Tape Reverse Sim.,Tape Simulation,Recreates the classic tape reverse effect with modern dynamics and envelope control for added versatility.,"I used it to create swelling, violin-like tones, and it added a hauntingly organic feel to my playing.","Attack, Decay, and Blend controls; expression pedal input.",9.5/10,Electro Harmonix blends vintage effects with modern enhancements for creative control.,"Shoegaze, Ambient, Lo-Fi",https://www.thomann.de/prodbilder/461361.jpg,https://www.thomann.de/de/electro_harmonix_attack_decay_tape_reverse_sim.htm,,,,,
Electro Harmonix,BASS9 Bass Machine,Bass Emulator,Converts your guitar signal into realistic bass tones with nine different preset styles.,"I used it to play bass lines on guitar, and the emulation was so convincing my bandmates didn’t notice.","Nine bass presets, dry/wet controls, and polyphonic tracking.",10/10,Electro Harmonix provides professional-grade tools for multi-instrumental versatility.,"Bass Guitar, Ambient, Funk",https://www.thomann.de/prodbilder/471965.jpg,https://www.thomann.de/de/electro_harmonix_bass9_bass_machine.htm,,,,,
Electro Harmonix,Pitch Fork+ Pitch Shifter,Pitch Shifter,Expands on the original Pitch Fork with dual voice capability and extensive control for harmonies and detuning.,"I used it for harmonized solos, and the dual-voice option added rich, layered textures.","Two pitch-shifting voices, blend control, and expression input.",9.5/10,Electro Harmonix delivers unparalleled pitch-shifting flexibility for modern players.,"Experimental, Ambient, Prog Rock",https://www.thomann.de/prodbilder/503643.jpg,https://www.thomann.de/de/electro_harmonix_pitch_fork_pitch_shifter_503643.htm,,,,,
Electro Harmonix,Intelligent Harmony Machine,Harmony,"Tracks your playing to generate harmonies in different keys and scales, perfect for live or studio use.","I used it for melodic leads, and the intelligent tracking made every harmony sound seamless.","Scale and key selection, multiple harmony modes, and compact design.",9.5/10,"Electro Harmonix continues to innovate with intelligent, player-friendly pedals.","Ambient, Prog Rock, Experimental",https://www.thomann.de/prodbilder/531382.jpg,https://www.thomann.de/de/electro_harmonix_intelligent_harmony_machine.htm,,,,,
Electro Harmonix,Nano Q-Tron Envelope Filter,Envelope Filter,"A compact version of the iconic Q-Tron, offering funky auto-wah and filter effects in a pedalboard-friendly size.","I used it for funk grooves, and the responsive filter added sharp, rhythmic accents to my tone.",Range and Drive controls; compact design.,9/10,Electro Harmonix delivers classic tones in streamlined designs for modern players.,"Funk, Psychedelic Rock, Experimental",https://www.thomann.de/prodbilder/532893.jpg,https://www.thomann.de/de/electro_harmonix_nano_q_tron_envelope_filter.htm,,,,,
Electro Harmonix,Nano Pulsar Tremolo,Tremolo,A compact tremolo pedal that delivers classic and modern tremolo tones with stereo output.,"I used it for dynamic rhythm parts, and the stereo output added depth and movement.",Shape and Depth controls; compact design.,9/10,"Electro Harmonix combines vintage modulation with practical, space-saving designs.","Vintage Rock, Blues, Indie",https://www.thomann.de/prodbilder/539860.jpg,https://www.thomann.de/de/electro_harmonix_nano_pulsar_tremolo.htm,,,,,
Electro Harmonix,String9 String Ensemble,String Emulator,"Converts your guitar into realistic string ensemble sounds, perfect for cinematic or orchestral tones.","I used it for ambient tracks, and the lush string tones made my guitar sound like a full orchestra.","Nine string presets, modulation control, and polyphonic tracking.",10/10,Electro Harmonix redefines guitar emulation with realistic and inspiring effects.,"Ambient, Cinematic, Worship",https://www.thomann.de/prodbilder/546512.jpg,https://www.thomann.de/de/electro_harmonix_string9_string_ensemble.htm,,,,,
Electro Harmonix,Lizard Queen Octave Fuzz,Octave Fuzz,"Delivers a vintage-inspired octave fuzz with a gnarly, aggressive tone and retro aesthetic.","I used it for garage rock riffs, and the thick, gritty tone cut through the mix with ease.",Fuzz and Octave controls; compact design.,9.5/10,Electro Harmonix captures retro fuzz tones while adding modern reliability and flair.,"Psychedelic Rock, Doom Metal",https://www.thomann.de/prodbilder/564760.jpg,https://www.thomann.de/de/electro_harmonix_lizard_queen_octave_fuzz.htm,,,,,
Electro Harmonix,Pico POG Octaver,Octaver,"A mini version of the iconic POG, offering polyphonic octave tracking in a tiny form factor.","I used it for chord layering, and the tracking was flawless even with complex voicings.",Blend controls for upper and lower octaves; compact size.,9.5/10,Electro Harmonix continues to innovate with space-saving versions of their best-selling pedals.,"Compact Use, Ambient, Funk",https://www.thomann.de/prodbilder/573029.jpg,https://www.thomann.de/de/electro_harmonix_pico_pog_octaver.htm,,,,,
Electro Harmonix,Pico Att. Decay Tape Rev. Sim.,Tape Simulation,"A compact version of the Attack Decay pedal, offering tape reverse effects in a pedalboard-friendly size.","I used it for cinematic builds, and the swelling effect added a dramatic touch to my sound.",Attack and Decay controls; compact size.,9/10,Electro Harmonix balances creativity and practicality with their Pico series.,"Compact Use, Shoegaze, Ambient",https://www.thomann.de/prodbilder/576312.jpg,https://www.thomann.de/de/electro_harmonix_pico_att_decay_tape_rev_sim.htm,,,,,
Electro Harmonix,Pico Deep Freeze,Freeze/Drone,"Offers infinite sustain and drone capabilities in a compact size, perfect for ambient players.","I used it for atmospheric intros, and the infinite sustain created a hauntingly beautiful pad.","Sustain modes, compact design, and simple controls.",9.5/10,Electro Harmonix builds on their Freeze concept with even more pedalboard-friendly designs.,"Compact Use, Ambient, Cinematic",https://www.thomann.de/prodbilder/576524.jpg,https://www.thomann.de/de/electro_harmonix_pico_deep_freeze.htm,,,,,
Electro Harmonix,Pico Pitch Fork,Pitch Shifter,"A mini version of the Pitch Fork, offering precise pitch-shifting and harmonization in a tiny format.","I used it for harmonized solos, and the compact size made it a perfect addition to my board.","Three-octave range, blend control, and compact size.",9.5/10,Electro Harmonix continues to deliver professional-grade effects in ultra-compact designs.,"Compact Use, Experimental, Lo-Fi",https://www.thomann.de/prodbilder/576526.jpg,https://www.thomann.de/de/electro_harmonix_pico_pitch_fork.htm,,,,,
Electro Harmonix,LPB-3 Boost & EQ,Booster/EQ,"Adds a clean boost with EQ functionality for precise tone shaping, perfect for solos or cutting through a mix.","I used it to enhance my clean tones, and the added EQ made dialing in the perfect boost easy.",Level and EQ controls; compact design.,9/10,Electro Harmonix provides versatile tools to fine-tune and enhance any setup.,"Blues, Rock, Pedalboard Utility",https://www.thomann.de/prodbilder/592301.jpg,https://www.thomann.de/de/electro_harmonix_lpb_3_boost_eq.htm,,,,,
Electro Harmonix,Lizard King Bass Octave Fuzz,Octave Fuzz,"Tailored for bass players, delivering fat, growling octave fuzz with tight low-end response.","I used it on bass riffs, and the octave fuzz added grit and thickness without losing definition.",Fuzz and Octave controls; bass-optimized design.,9.5/10,Electro Harmonix caters to bassists with effects that retain clarity while enhancing tonal options.,"Bass Guitar, Doom Metal, Funk",https://www.thomann.de/prodbilder/593574.jpg,https://www.thomann.de/de/electro_harmonix_lizard_king_bass_octave_fuzz.htm,,,,,
Electro Harmonix,Nano Bassballs,Envelope Filter,"A compact version of the Bassballs envelope filter, delivering funky, vocal-like filter sweeps for bass.","I used it for funk grooves, and the responsive filter added a unique vocal quality to my playing.","Envelope filter, compact design, and simple controls.",9/10,Electro Harmonix brings classic bass effects to modern pedalboards with compact designs.,"Bass Guitar, Funk, Jazz",https://www.thomann.de/prodbilder/198177.jpg,https://www.thomann.de/de/electro_harmonix_nano_bassballs.htm,,,,,
Electro Harmonix,Bass Microsynth,Synth,"A bass-specific synthesizer pedal with filter, attack, and modulation controls for massive synth tones.","I used it for EDM-inspired basslines, and the synth tones were fat and dynamic.","Filter sweep, modulation controls, and bass-optimized tracking.",10/10,Electro Harmonix delivers studio-quality synth tones for bass players in a pedal format.,"Bass Guitar, Experimental, Ambient",https://www.thomann.de/prodbilder/212799.jpg,https://www.thomann.de/de/electro_harmonix_bass_micro_synth_new_2008.htm,,,,,
Electro Harmonix,Bass Big Muff Pi,Fuzz,"A bass-specific version of the classic Big Muff, delivering thick, harmonically rich fuzz tones.","I used it for heavy bass riffs, and the fuzz added growl and sustain while keeping the low-end tight.","Fuzz, Tone, and Sustain controls; bass-optimized design.",9.5/10,Electro Harmonix provides bass players with effects that add grit without sacrificing clarity.,"Bass Guitar, Rock, Metal",https://www.thomann.de/prodbilder/212802.jpg,https://www.thomann.de/de/electro_harmonix_bass_big_muff.htm,,,,,
Electro Harmonix,Deluxe Bass Big Muff Pi,Fuzz,"A bass-specific Big Muff with enhanced EQ and blending capabilities, perfect for heavy riffs and thick fuzz tones.","I used it for rock basslines, and the blend knob allowed me to retain my low-end punch while adding grit.","Blend control, 3-band EQ, and sustain knob.",9.5/10,Electro Harmonix excels at tailoring iconic pedals for bass players with extra flexibility.,"Bass Guitar, Stoner Rock, Metal",https://www.thomann.de/prodbilder/302440.jpg,https://www.thomann.de/de/electro_harmonix_deluxe_bass_big_muff_pi.htm,,,,,
Electro Harmonix,Nano Bass Big Muff,Fuzz,"A compact version of the Bass Big Muff, delivering classic fuzz tones in a pedalboard-friendly size.","I used it for live gigs, and the small size made it a perfect addition without sacrificing tone.","Blend control, sustain, and tone controls; compact design.",9/10,Electro Harmonix provides space-saving options for bassists with powerful tone.,"Compact Use, Rock, Metal",https://www.thomann.de/prodbilder/341689.jpg,https://www.thomann.de/de/electro_harmonix_nano_bass_big_muff.htm,,,,,
Electro Harmonix,Bass Soul Food,Overdrive,"A transparent overdrive tailored for bass, adding warmth and grit while maintaining low-end clarity.","I used it to add subtle grit to my clean tone, and it sat perfectly in the mix without overpowering.","Drive, Blend, and Treble controls; compact size.",9.5/10,Electro Harmonix delivers boutique-style tone at an affordable price for bass players.,"Bass Guitar, Blues, Rock",https://www.thomann.de/prodbilder/355503.jpg,https://www.thomann.de/de/electro_harmonix_bass_soul_food.htm,,,,,
Electro Harmonix,Bass Preacher,Compressor,A bass-specific compressor that evens out dynamics while retaining punch and clarity.,"I used it for slap bass, and it tightened up my tone without sounding squashed.","Volume, Sustain, and Attack controls; compact design.",9/10,Electro Harmonix creates compressors that suit both studio and stage environments for bassists.,"Bass Guitar, Studio Use, Jazz",https://www.thomann.de/prodbilder/378877.jpg,https://www.thomann.de/de/electro_harmonix_bass_preacher.htm,,,,,
Electro Harmonix,Bass Clone,Chorus,A bass-focused chorus pedal that enhances harmonic depth without muddying low frequencies.,"I used it for fretless bass lines, and the shimmering effect added a beautiful texture to my sound.","Bass and Treble EQ, Depth, and Rate controls; compact design.",9.5/10,Electro Harmonix adapts classic effects for bass players with clarity and precision.,"Bass Guitar, Funk, Jazz",https://www.thomann.de/prodbilder/398669.jpg,https://www.thomann.de/de/electro_harmonix_bass_clone.htm,,,,,
Electro Harmonix,Battalion,Preamp/DI,"Combines a bass preamp, EQ, distortion, and DI output in one versatile pedal.","I used it as my primary rig, and the DI output made it perfect for live and studio settings.","4-band EQ, Blend and Drive controls, and DI output.",10/10,Electro Harmonix delivers all-in-one solutions for bassists with modern tone-shaping needs.,"Bass Guitar, Rock, Metal",https://www.thomann.de/prodbilder/415486.jpg,https://www.thomann.de/de/electro_harmonix_battalion.htm,,,,,
Electro Harmonix,Bass Mono Synth,Synth,Transforms your bass into a monophonic synthesizer with 11 preset synth voices and expression pedal compatibility.,"I used it for EDM-inspired grooves, and the synth tones were fat and dynamic.","11 synth presets, expression input, and dry/wet controls.",9.5/10,Electro Harmonix excels at expanding the tonal range of bass with innovative effects.,"Bass Guitar, Electronic, Ambient",https://www.thomann.de/prodbilder/457504.jpg,https://www.thomann.de/de/electro_harmonix_bass_mono_synth.htm,,,,,
Electro Harmonix,Super Space Drum,Synth/Drum,A drum synthesizer pedal that creates retro-futuristic drum sounds with pitch and decay control.,"I used it for experimental loops, and the percussive tones added a unique rhythmic texture.","Pitch, Decay, and Trigger controls; compact design.",9/10,"Electro Harmonix explores creative sound design with their unique, niche pedals.","Electronic, Ambient, Experimental",https://www.thomann.de/prodbilder/379819.jpg,https://www.thomann.de/de/electro_harmonix_super_space_drum.htm,,,,,
Electro Harmonix,Super Switcher,Pedalboard Controller,"A versatile pedalboard controller with preset switching, loops, and MIDI functionality for seamless control.","I used it to streamline my complex rig, and it made switching effects effortless during live sets.","Eight loops, MIDI compatibility, and footswitches.",10/10,"Electro Harmonix simplifies complex rigs with practical, high-quality switchers.","All Genres, Pedalboard Utility",https://www.thomann.de/prodbilder/461357.jpg,https://www.thomann.de/de/electro_harmonix_super_switcher.htm,,,,,
Electro Harmonix,Switchblade Plus,Switcher,A compact A/B/Y switcher that lets you toggle or combine signal paths for flexible routing options.,"I used it to switch between amps, and the noise-free operation was perfect for live use.","A/B/Y switching, LED indicators, and compact design.",9/10,Electro Harmonix provides reliable solutions for managing signal paths.,"All Genres, Pedalboard Utility",https://www.thomann.de/prodbilder/275618.jpg,https://www.thomann.de/de/electro_harmonix_switchblade_plus.htm,,,,,
Electro Harmonix,Hog 2 Foot Controller,Controller,"A dedicated foot controller for the Hog 2, offering hands-free access to presets and parameter changes.","I paired it with my Hog 2, and it made live performance much more intuitive and efficient.","Eight footswitches, preset selection, and sturdy build.",9/10,Electro Harmonix enhances the functionality of their pedals with practical accessories.,"Studio Use, Ambient, Experimental",https://www.thomann.de/prodbilder/304587.jpg,https://www.thomann.de/de/electro_harmonix_hog_2_foot_controller.htm,,,,,
Electro Harmonix,22500 Foot Controller,Controller,Expands the functionality of the 22500 Dual Stereo Looper with additional hands-free controls.,"I used it to switch loops seamlessly, and it added another layer of control during live looping.","Four footswitches, loop switching, and rugged design.",9/10,Electro Harmonix ensures their loopers are versatile and easy to use in any setting.,"All Genres, Looper Utility",https://www.thomann.de/prodbilder/369322.jpg,https://www.thomann.de/de/electro_harmonix_22500_foot_controller.htm,,,,,
Electro Harmonix,Switchblade Pro DLX Switcher,Switcher,"A deluxe A/B/Y switcher with volume control, phase inversion, and boost functionality.","I used it to manage multiple amp setups, and the volume control allowed me to balance signals easily.","A/B/Y switching, boost, and phase inversion.",9.5/10,Electro Harmonix offers premium switching solutions for advanced rigs.,"All Genres, Pedalboard Utility",https://www.thomann.de/prodbilder/464842.jpg,https://www.thomann.de/de/electro_harmonix_switchblade_pro_dlx_switcher.htm,,,,,
Electro Harmonix,Tri Parallel Mixer,Mixer,A signal mixer that lets you run three separate effects loops in parallel for creative routing possibilities.,"I used it to blend my reverb, delay, and modulation effects, and the flexibility was incredible.","Three loops, blend controls, and phase inversion.",10/10,Electro Harmonix pushes creativity with tools that enhance pedalboard versatility.,"All Genres, Studio Use",https://www.thomann.de/prodbilder/470552.jpg,https://www.thomann.de/de/electro_harmonix_tri_parallel_mixer.htm,,,,,
Electro Harmonix,Big Muff Pi Classic,Fuzz,"The iconic Big Muff pedal, delivering thick, harmonically rich fuzz tones that defined a generation of rock music.","I used it for grunge riffs, and the massive tone filled the room effortlessly.","Sustain, Tone, and Volume controls; compact design.",10/10,Electro Harmonix’s Big Muff remains a staple for fuzz enthusiasts worldwide.,"Classic Rock, Stoner Rock, Metal",https://www.thomann.de/prodbilder/147853.jpg,https://www.thomann.de/de/electro_harmonix_bigmuff_pi.htm,,,,,
Electro Harmonix,Little Big Muff Pi,Fuzz,A smaller version of the Big Muff that retains the classic tone in a pedalboard-friendly size.,"I used it for live gigs, and the smaller footprint made it perfect for compact setups.","Sustain, Tone, and Volume controls; compact design.",9.5/10,Electro Harmonix ensures iconic tones fit into modern pedalboards with ease.,"Compact Use, Psychedelic Rock",https://www.thomann.de/prodbilder/191809.jpg,https://www.thomann.de/de/electro_harmonix_little_bigmuff.htm,,,,,
Electro Harmonix,Metal Muff/Top Boost,Distortion,A high-gain distortion pedal with a Top Boost feature for cutting through dense mixes in metal settings.,"I used it for metal solos, and the Top Boost gave my leads an aggressive edge.","3-band EQ, Top Boost, and compact design.",9.5/10,Electro Harmonix creates distortion pedals that dominate heavy music genres.,"Metal, Hard Rock, Thrash Metal",https://www.thomann.de/prodbilder/191810.jpg,https://www.thomann.de/de/electro_harmonix_metal_muff.htm,,,,,
Electro Harmonix,Big Muff Pi w. Tone Wicker,Fuzz,"Adds a Tone Wicker switch to the classic Big Muff, allowing for more tonal versatility and bite.","I used it for experimental riffs, and the Tone Wicker added a sharper, cutting character to my sound.","Tone Wicker switch, Sustain, and Tone controls.",9.5/10,Electro Harmonix innovates on their classic designs to offer modern players more flexibility.,"Vintage Rock, Alternative, Stoner Rock",https://www.thomann.de/prodbilder/219191.jpg,https://www.thomann.de/de/electro_harmonix_big_muff_pi_tone_wicker.htm,,,,,
Electro Harmonix,Hot Tubes Nano,Overdrive,"A compact version of the classic Hot Tubes pedal, delivering vintage-style overdrive with a warm, tube-like tone.","I used it for blues solos, and the creamy breakup added a rich, dynamic feel to my playing.","Volume, Overdrive, and Tone controls; compact design.",9/10,Electro Harmonix captures vintage tube amp tones in pedalboard-friendly designs.,"Blues, Classic Rock, Jazz",https://www.thomann.de/prodbilder/321952.jpg,https://www.thomann.de/de/electro_harmonix_hot_tubes_nano.htm,,,,,
Electro Harmonix,East River Drive,Overdrive,"A transparent overdrive pedal inspired by the JRC4558 chip, offering smooth, dynamic breakup.","I used it to enhance my clean tones, and the natural drive was perfect for subtle bluesy grit.","Volume, Drive, and Tone controls; compact size.",9.5/10,Electro Harmonix delivers boutique-style overdrive at a budget-friendly price.,"Blues, Rock, Pop",https://www.thomann.de/prodbilder/323981.jpg,https://www.thomann.de/de/electro_harmonix_east_river_drive.htm,,,,,
Electro Harmonix,OD Glove,Overdrive,A versatile overdrive pedal that offers everything from subtle breakup to high-gain distortion.,"I used it for blues-rock riffs, and the wide gain range made it a go-to for multiple styles.","Gain, Tone, and Volume controls; compact design.",9.5/10,Electro Harmonix delivers flexible overdrive tones for players of all genres.,"Rock, Alternative, Hard Rock",https://www.thomann.de/prodbilder/325465.jpg,https://www.thomann.de/de/electro_harmonix_od_glove.htm,,,,,
Electro Harmonix,Nano Big Muff,Fuzz,"A smaller version of the classic Big Muff, delivering legendary fuzz tones in a space-saving package.","I used it for grunge leads, and the compact size made it easy to fit on my pedalboard.","Sustain, Tone, and Volume controls; compact design.",9/10,Electro Harmonix ensures iconic tones fit into modern pedalboards with ease.,"Compact Use, Rock, Metal",https://www.thomann.de/prodbilder/328484.jpg,https://www.thomann.de/de/electro_harmonix_nano_big_muff.htm,,,,,
Electro Harmonix,Soul Food,Overdrive,"Inspired by the Klon Centaur, this pedal delivers transparent overdrive with enhanced midrange clarity.","I used it to boost my solos, and the transparent tone kept my guitar’s character intact.","Gain, Volume, and Treble controls; compact design.",10/10,Electro Harmonix brings boutique-quality overdrive to an affordable price point.,"Blues, Rock, Classic Rock",https://www.thomann.de/prodbilder/329887.jpg,https://www.thomann.de/de/electro_harmonix_soul_food.htm,,,,,
Electro Harmonix,Deluxe Big Muff Pi,Fuzz,Combines the classic Big Muff tone with additional features like a noise gate and parametric mids.,"I used it for heavy riffs, and the midrange control made it easy to cut through the mix.","Noise gate, 3-band EQ, and Sustain control.",10/10,Electro Harmonix expands their fuzz legacy with enhanced functionality for modern players.,"Stoner Rock, Metal, Experimental",https://www.thomann.de/prodbilder/341686.jpg,https://www.thomann.de/de/electro_harmonix_deluxe_big_muff_pi.htm,,,,,
Electro Harmonix,Crayon 69 Full-Range Overdrive,Overdrive,Offers a full-range overdrive with independent bass and treble controls for precise tone shaping.,"I used it for indie rock chords, and the flexible EQ helped me craft the perfect gritty tone.","Bass, Treble, Gain, and Volume controls.",9.5/10,Electro Harmonix delivers unique overdrives with tonal versatility in mind.,"Blues, Indie, Rock",https://www.thomann.de/prodbilder/376576.jpg,https://www.thomann.de/de/electro_harmonix_crayon_69_full_range_overdrive.htm,,,,,
Electro Harmonix,Hot Wax Dual Overdrive,Overdrive,Combines the Crayon and Soul Food circuits into one pedal for versatile dual overdrive tones.,"I used it to stack overdrives, and the blend of warm and edgy tones was perfect for my setlist.","Independent drive circuits, blend control, and EQ.",9.5/10,Electro Harmonix combines their best overdrives for endless tonal possibilities.,"Rock, Alternative, Blues",https://www.thomann.de/prodbilder/420460.jpg,https://www.thomann.de/de/electro_harmonix_hot_wax_dual_overdrive.htm,,,,,
Electro Harmonix,Green Russian Big Muff Fuzz,Fuzz,"Revives the legendary Green Russian Big Muff tone with its gritty, bass-heavy fuzz in a compact size.","I used it for stoner rock riffs, and the low-end punch was perfect for heavier styles.","Sustain, Tone, and Volume controls; compact design.",10/10,Electro Harmonix keeps vintage fuzz alive with modern reliability.,"Stoner Rock, Doom Metal, Psychedelic",https://www.thomann.de/prodbilder/420472.jpg,https://www.thomann.de/de/electro_harmonix_green_russian_big_muff_fuzz.htm,,,,,
Electro Harmonix,Op-Amp Big Muff Pi Fuzz,Fuzz,Recreates the late-‘70s op-amp Big Muff tone with added clarity and a punchy midrange presence.,"I used it for alternative rock, and the op-amp circuit cut through even the densest mixes.","Sustain, Tone, and Volume controls; compact design.",9.5/10,Electro Harmonix revives classic circuits for players seeking vintage-inspired tones.,"Shoegaze, Post-Rock, Stoner Rock",https://www.thomann.de/prodbilder/427957.jpg,https://www.thomann.de/de/electro_harmonix_op_amp_big_muff_pi_fuzz.htm,,,,,
Electro Harmonix,Triangle Big Muff Fuzz,Fuzz,"A faithful recreation of the original Big Muff from 1969, delivering smooth sustain and creamy fuzz tones.","I used it for lead parts, and the rich, singing sustain made my solos stand out beautifully.","Sustain, Tone, and Volume controls; compact design.",10/10,Electro Harmonix celebrates their legacy with accurate reissues of their most iconic pedals.,"Vintage Rock, Lo-Fi, Blues",https://www.thomann.de/prodbilder/448194.jpg,https://www.thomann.de/de/electro_harmonix_triangle_big_muff_fuzz.htm,,,,,
Electro Harmonix,Sovtek Deluxe Big Muff Pi Fuzz,Fuzz,Combines the Sovtek Big Muff tone with additional features like a noise gate and mids control for modern setups.,"I used it for doom metal, and the noise gate kept my tone tight and focused even at high volumes.","Noise gate, midrange EQ, and Sustain control.",10/10,Electro Harmonix blends vintage tones with advanced features for modern players.,"Metal, Alternative, Experimental",https://www.thomann.de/prodbilder/454336.jpg,https://www.thomann.de/de/electro_harmonix_sovtek_del._big_muff_pi_fuzz.htm,,,,,
Electro Harmonix,Flatiron Fuzz,Fuzz/Distortion,"A fuzz/distortion hybrid inspired by the classic RAT pedal, offering aggressive, gritty tones with smooth sustain.","I used it for garage rock riffs, and the versatile tone worked great for both rhythm and leads.","Filter, Volume, and Drive controls; compact design.",9/10,Electro Harmonix continues to innovate by combining classic tones with modern functionality.,"Garage Rock, Indie, Alternative",https://www.thomann.de/prodbilder/454373.jpg,https://www.thomann.de/de/electro_harmonix_flatiron_fuzz.htm,,,,,
